sample	Chloroquine	Pyrimethamine	Sulfadoxine	Mefloquine	Artemisinin	Piperaquine	SP (uncomplicated)	SP (IPTp)	AS-MQ	DHA-PPQ
SPT83833	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83834	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83837	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83842	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Sensitive	Resistant	Sensitive	Undetermined	Sensitive
SPT83851	Sensitive	Resistant	Sensitive	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83857	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83870	Resistant	Sensitive	Resistant	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined
SPT83888	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83895	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83901	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
SPT83903	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83904	Undetermined	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83906	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83908	Resistant	Undetermined	Sensitive	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined
SPT83911	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83912	Resistant	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83915	Resistant	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
SPT83916	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83918	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83922	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83924	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83925	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83926	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83928	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83929	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83930	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83931	Undetermined	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83932	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83934	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83935	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Undetermined	Undetermined	Undetermined
SPT83936	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83938	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83939	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83943	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83945	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83946	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83948	Resistant	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT83955	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83956	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83962	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83964	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83969	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83970	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83971	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83974	Sensitive	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
SPT83977	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Resistant	Undetermined	Undetermined	Undetermined
SPT83978	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT83982	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83986	Sensitive	Resistant	Sensitive	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83987	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT83989	Resistant	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83990	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT83991	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83994	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT83996	Resistant	Resistant	Resistant	Undetermined	Undetermined	Sensitive	Resistant	Sensitive	Undetermined	Sensitive
SPT83997	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT84000	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT84002	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT84003	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT84005	Resistant	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT84007	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT84008	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT84010	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT84011	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT84012	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT84014	Sensitive	Resistant	Sensitive	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT84015	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT84016	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT84025	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT84027	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT84029	Sensitive	Undetermined	Sensitive	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined
SPT84031	Resistant	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT84035	Sensitive	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT84037	Sensitive	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT84038	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined
SPT84042	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT84045	Sensitive	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT84046	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT84049	Sensitive	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT84050	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT84051	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT84053	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT84057	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT84058	Resistant	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT84059	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT84062	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive	Sensitive
SPT84063	Sensitive	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT84067	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT84072	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined
SPT84074	Sensitive	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT84075	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT84076	Sensitive	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT84077	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT84080	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT84082	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT84083	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined
SPT84084	Sensitive	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT84085	Sensitive	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT84086	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT84087	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT84088	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT84089	Undetermined	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT84092	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT84093	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT84094	Sensitive	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined
SPT84096	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT84098	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT84099	Resistant	Undetermined	Resistant	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined
SPT84100	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT84101	Undetermined	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT84102	Resistant	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT84103	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT84106	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT84113	Sensitive	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT84114	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT84115	Sensitive	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT84116	Sensitive	Sensitive	Resistant	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined	Undetermined
SPT84120	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT84121	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT84122	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT84123	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT87675	Resistant	Undetermined	Resistant	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined
SPT87677	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT87678	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87679	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT87680	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87681	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87682	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87685	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87686	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive	Sensitive	Undetermined
SPT87689	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive
SPT87691	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87692	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87693	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Sensitive	Undetermined	Undetermined
SPT87694	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Undetermined	Resistant	Resistant	Undetermined	Undetermined
SPT87695	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87698	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT87699	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Resistant	Sensitive	Sensitive
SPT87700	Resistant	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Sensitive	Sensitive	Undetermined
SPT87701	Undetermined	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87702	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87703	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Undetermined	Sensitive	Sensitive
SPT87704	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT87705	Undetermined	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Undetermined	Sensitive	Sensitive	Undetermined
SPT87706	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT87707	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87709	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87710	Undetermined	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT87719	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87720	Sensitive	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Undetermined	Sensitive	Undetermined	Undetermined
SPT87721	Sensitive	Resistant	Resistant	Sensitive	Undetermined	Undetermined	Resistant	Undetermined	Sensitive	Undetermined
SPT87722	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87727	Sensitive	Resistant	Resistant	Undetermined	Sensitive	Undetermined	Resistant	Sensitive	Sensitive	Sensitive
SPT87728	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive
SPT87729	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87730	Sensitive	Resistant	Resistant	Undetermined	Undetermined	Sensitive	Resistant	Sensitive	Undetermined	Sensitive
SPT87737	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87738	Sensitive	Resistant	Resistant	Sensitive	Sensitive	Undetermined	Sensitive	Sensitive	Sensitive	Sensitive
SPT87739	Undetermined	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
SPT87740	Resistant	Resistant	Resistant	Sensitive	Sensitive	Sensitive	Resistant	Sensitive	Sensitive	Sensitive
